nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.375,40,10,14285,13144,13700,L2,L5,L8,13709.7,465.9,2.4821,0.1064,rifaxamin
0.165,0.034,50,0.078,10,2,1.5,0.1,9,0.75,0.02,4,50,0.075,40,10,13571,13907,13920,K17,K18,K19,13799.3,161.5,2.5026,0.0369,rifaxamin
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.075,40,10,13845,13731,13826,I16,I17,I18,13800.7,49.9,2.5029,0.0114,rifaxamin
0.033,0.0068,50,0.026,10,2,1.5,0.3,9,1.5,0.2,4,50,0.075,40,10,14005,13815,14068,M18,M19,M20,13962.7,107.5,2.5399,0.0246,rifaxamin
0.165,0.068,50,0.078,10,2,1.5,0.3,9,1.5,0.06,4,50,0.075,40,10,13744,13614,14560,O7,O9,O11,13972.7,418.7,2.5422,0.0957,rifaxamin
0.33,0.0068,50,0.026,10,2,1.5,0.1,9,0.45,0.1,4,50,0.075,40,10,14440,14158,14216,J10,J13,J16,14271.3,121.6,2.6104,0.0278,rifaxamin
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.2,4,50,0.225,40,10,14186,14548,14151,L10,L13,L16,14295,179.5,2.6158,0.041,rifaxamin
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.75,0.2,4,50,0.075,40,10,14011,14962,13944,L11,L14,L17,14305.7,464.9,2.6183,0.1062,rifaxamin
0.33,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.1,4,50,0.075,40,10,14415,14641,14442,L12,L15,L18,14499.3,100.8,2.6625,0.023,rifaxamin
0.165,0.0068,50,0.026,10,2,1.5,0.3,9,1.5,0.1,4,50,0.075,40,10,14854,14615,14513,M15,M16,M17,14660.7,142.9,2.6994,0.0327,rifaxamin
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.1,2,50,0.075,40,10,14575,14975,14700,L19,L21,L23,14750,167.1,2.7198,0.0382,rifaxamin
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.06,2,50,0.075,40,10,14491,14780,15349,L20,L22,M2,14873.3,356.4,2.748,0.0814,rifaxamin
0.033,0.068,50,0.13,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15491,14974,15207,N6,N11,N16,15224,211.4,2.8281,0.0483,rifaxamin
