nad,folinic_acid,DNA,coa,RBS,peg,nucleo_mix,spermidin,pga,aa,trna,mg_gluta,hepes,camp,K_gluta,promoter,value_1,value_2,value_3,well_1,well_2,well_3,mean,std,yield,yield_std,plaque_name
0.165,0.068,50,0.026,10,2,1.5,0.5,9,0.15,0.02,4,50,0.225,40,10,14055,14101,13581,G6,G8,G10,13912.3,235,1.2891,0.0314,spectinomycin
0.165,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,13309,13824,14657,M21,M22,M23,13930,555.4,1.2914,0.0742,spectinomycin
0.033,0.034,50,0.078,10,2,0.75,0.1,9,0.45,0.1,2,50,0.075,20,10,13635,13779,14478,H11,H12,H13,13964,368.2,1.296,0.0492,spectinomycin
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,40,10,13711,14345,13999,E8,E10,E12,14018.3,259.2,1.3032,0.0346,spectinomycin
0.033,0.0068,50,0.13,10,2,0.75,0.1,9,0.45,0.1,2,50,0.075,20,10,14149,14316,13687,H2,H5,H8,14050.7,266,1.3076,0.0356,spectinomycin
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,40,10,14274,13007,14932,E19,E22,F3,14071,798.9,1.3103,0.1068,spectinomycin
0.033,0.0068,50,0.078,10,2,1.5,0.3,9,1.5,0.2,4,50,0.075,40,10,13804,14026,14592,N2,N3,N4,14140.7,331.8,1.3196,0.0443,spectinomycin
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.2,4,50,0.075,40,10,14619,14164,13663,K20,K21,K22,14148.7,390.4,1.3207,0.0522,spectinomycin
0.099,0.0204,50,0.13,10,2,1.5,0.1,9,0.75,0.02,4,50,0.375,40,10,14874,13744,13848,K23,L4,L7,14155.3,509.9,1.3216,0.0682,spectinomycin
0.033,0.0068,50,0.026,10,2,0.75,0.3,9,0.15,0.06,2,50,0.225,20,10,14872,13815,13821,C4,C7,C10,14169.3,496.9,1.3234,0.0664,spectinomycin
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.75,0.2,4,50,0.075,40,10,14144,14637,13805,L11,L14,L17,14195.3,341.6,1.3269,0.0457,spectinomycin
0.033,0.0204,50,0.026,10,2,0.75,0.3,3,0.45,0.02,1.2,50,0.075,20,10,14004,14486,14333,F11,F13,F15,14274.3,201.1,1.3375,0.0269,spectinomycin
0.033,0.0068,50,0.026,10,2,1.5,0.3,9,1.5,0.2,4,50,0.075,40,10,14227,14050,14587,M18,M19,M20,14288,223.4,1.3393,0.0299,spectinomycin
0.165,0.068,50,0.078,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,40,10,13720,14326,14974,N5,N10,N15,14340,512,1.3462,0.0684,spectinomycin
0.099,0.034,50,0.026,10,2,1.5,0.3,9,0.75,0.1,4,50,0.075,40,10,14548,13662,14907,L3,L6,L9,14372.3,523.2,1.3506,0.0699,spectinomycin
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,15051,13957,14437,C5,C6,C8,14481.7,447.7,1.3652,0.0598,spectinomycin
0.099,0.034,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,40,10,14201,14500,14769,E9,E11,E13,14490,232,1.3663,0.031,spectinomycin
0.099,0.0068,50,0.078,10,2,1.5,0.1,9,0.75,0.2,4,50,0.225,40,10,15426,14272,13880,L10,L13,L16,14526,656.2,1.3711,0.0877,spectinomycin
0.33,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.2,4,50,0.375,40,10,13966,14750,15011,O13,O14,O15,14575.7,444.1,1.3777,0.0593,spectinomycin
0.033,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.075,40,10,13758,14553,15469,M3,M5,M7,14593.3,699.1,1.3801,0.0934,spectinomycin
0.165,0.068,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15287,14917,13629,P6,P13,P20,14611,710.6,1.3825,0.095,spectinomycin
0.099,0.0068,50,0.026,10,2,0.75,0.1,9,0.15,0.1,2,50,0.075,20,10,14414,14714,14767,C9,C11,C12,14631.7,155.4,1.3852,0.0208,spectinomycin
0.033,0.0204,50,0.026,10,2,1.5,0.3,9,0.45,0.1,4,50,0.075,40,10,15294,14690,14043,I19,I21,I23,14675.7,510.8,1.3911,0.0683,spectinomycin
0.033,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.02,4,50,0.225,40,10,14536,14686,14900,M4,M6,M8,14707.3,149.4,1.3953,0.02,spectinomycin
0.099,0.034,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,15089,15273,13825,P7,P14,P21,14729,643.6,1.3982,0.086,spectinomycin
0.033,0.034,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.225,40,10,15153,14349,14811,I20,I22,J2,14771,329.4,1.4038,0.044,spectinomycin
0.099,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.2,4,50,0.075,40,10,15234,14562,14697,N7,N12,N17,14831,290.2,1.4119,0.0388,spectinomycin
0.099,0.0204,50,0.026,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15105,15082,14606,M10,M12,M14,14931,230,1.4252,0.0307,spectinomycin
0.165,0.0204,50,0.026,10,2,1.5,0.3,9,0.15,0.06,4,50,0.075,40,10,14883,14674,15318,E18,E21,F2,14958.3,268.3,1.4289,0.0359,spectinomycin
0.165,0.0204,50,0.078,10,2,1.5,0.1,9,0.15,0.1,4,50,0.075,40,10,15070,14711,15182,F4,F5,F6,14987.7,200.9,1.4328,0.0269,spectinomycin
0.033,0.0068,50,0.026,10,2,1.5,0.1,9,0.15,0.06,4,50,0.075,40,10,14714,15235,15075,E5,E6,E7,15008,217.9,1.4355,0.0291,spectinomycin
0.099,0.068,50,0.078,10,2,1.5,0.1,9,1.5,0.1,4,50,0.225,40,10,14436,15413,15241,O8,O10,O12,15030,425.9,1.4385,0.0569,spectinomycin
0.033,0.0204,50,0.078,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15148,16236,13810,P8,P15,P22,15064.7,992.2,1.4431,0.1326,spectinomycin
0.033,0.0068,50,0.26,10,2,1.5,0.1,9,0.15,0.02,4,50,0.075,40,10,14953,15014,15245,E14,E15,E16,15070.7,125.8,1.4439,0.0168,spectinomycin
0.33,0.0068,50,0.026,10,2,1.5,0.1,9,0.45,0.1,4,50,0.075,40,10,15341,15097,15190,J10,J13,J16,15209.3,100.5,1.4624,0.0134,spectinomycin
0.033,0.034,50,0.13,10,2,1.5,0.3,9,0.15,0.02,4,50,0.075,40,10,15716,15394,14751,E17,E20,E23,15287,401.2,1.4728,0.0536,spectinomycin
0.099,0.0068,50,0.026,10,2,1.5,0.1,9,1.5,0.1,4,50,0.075,40,10,15072,15168,15771,M9,M11,M13,15337,309.4,1.4795,0.0413,spectinomycin
0.099,0.0068,50,0.026,10,2,1.5,0.3,9,0.15,0.2,4,50,0.075,40,10,15505,15651,14934,F7,F8,F9,15363.3,309.4,1.483,0.0413,spectinomycin
0.033,0.0068,50,0.078,10,2,1.5,0.1,9,1.5,0.2,4,50,0.375,40,10,16072,15805,14356,N8,N13,N18,15411,753.9,1.4894,0.1008,spectinomycin
0.165,0.0068,50,0.078,10,2,1.5,0.1,9,0.45,0.02,4,50,0.075,40,10,15410,15408,15481,I16,I17,I18,15433,34,1.4923,0.0045,spectinomycin
0.033,0.068,50,0.13,10,2,1.5,0.1,9,1.5,0.06,4,50,0.075,40,10,15948,15839,15781,N6,N11,N16,15856,69.2,1.5488,0.0093,spectinomycin
